name,description,coins,coin_type,points,category,supercategory,subcategory,games,report,color,author,new,used,source
Установка щита для кульки,(як в New Ball Game),,,,👤 Гравець,Ігрові елементи,,,,,,,,notion-tasks
Викопування ями,(як в Lode Runner),,,,👤 Гравець,Ігрові елементи,,,,,,,,notion-tasks
Стріляючий гравець,(як в Battle City),,,,👤 Гравець,Ігрові елементи,,,,,,,,notion-tasks
Літаючий мʼячик,(як в New Ball Game),,,,👤 Гравець,Ігрові елементи,,,,,,,,notion-tasks
Шлейф у вигляді змійки,(як у відповідній грі),,,,👤 Гравець,Ігрові елементи,,,,,,,,notion-tasks
Вибухова хвиля,"(наприклад, від бомбочки, як в Bomberman)",,,,💥 Тимчасові елементи,Ігрові елементи,,,,,,,,notion-tasks
Літаючий снаряд,"(наприклад, від пострілу з танку, як в Battle City)",,,,💥 Тимчасові елементи,Ігрові елементи,,,,,,,,notion-tasks
Незнищувальна стіна,(тобто яку неможливо знищити),,,,🚧 Перешкоди,Ігрові елементи,,,,,,,,notion-tasks
Знищувальна стіна,"(тобто яку можливо знищити, як в Battle City та Bomberman)",,,,🚧 Перешкоди,Ігрові елементи,,,,,,,,notion-tasks
Відновлюючаяся стіна,"(яку можна знищити, але вона відновлюється, як в Lode Runner)",,,,🚧 Перешкоди,Ігрові елементи,,,,,,,,notion-tasks
Вода,"(крізь неї гравець пройти не може, але його постріли пролітають, як у Battle City)",,,,🚧 Перешкоди,Ігрові елементи,,,,,,,,notion-tasks
Прозора стіна,"(мʼячик пролітає, але там не можна поставити щит, як в New Ball Game)",,,,🚧 Перешкоди,Ігрові елементи,,,,,,,,notion-tasks
Знищувальна прозора стіна,"(щит там не можна поставити, поки не пролетить мʼячик та не знищить цю стіну, як в New Ball Game)",,,,🚧 Перешкоди,Ігрові елементи,,,,,,,,notion-tasks
Щити: \ або /,"(змінюють напрямок руху мʼячика на 90°, як в New Ball Game)",,,,🚧 Перешкоди,Ігрові елементи,,,,,,,,notion-tasks
Можуть бути обов'язковими для перемоги,"(наприклад, треба зібрати всі)",,,,"💰 Монетки, золото, кристали тощо",Ігрові елементи,,,,,,,,notion-tasks
Можуть бути необов'язковими для перемоги,"(наприклад, як додаткові бали гравцю)",,,,"💰 Монетки, золото, кристали тощо",Ігрові елементи,,,,,,,,notion-tasks
Можуть бути частково обов'язковими,"(наприклад, треба зібрати лише певну кількість)",,,,"💰 Монетки, золото, кристали тощо",Ігрові елементи,,,,,,,,notion-tasks
Між двома (або більше) певними телепортами на мапі,,,,,✈️ Телепорти,Ігрові елементи,Принцип роботи може бути різним:,,,,,,,notion-tasks
Завжди у певну точку на мапі,,,,,✈️ Телепорти,Ігрові елементи,Принцип роботи може бути різним:,,,,,,,notion-tasks
В одну з декількох певних точок на мапі,,,,,✈️ Телепорти,Ігрові елементи,Принцип роботи може бути різним:,,,,,,,notion-tasks
Кожен раз у інше випадкове місце на мапі,,,,,✈️ Телепорти,Ігрові елементи,Принцип роботи може бути різним:,,,,,,,notion-tasks
У випадкове місце на деякій області,,,,,✈️ Телепорти,Ігрові елементи,Принцип роботи може бути різним:,,,,,,,notion-tasks
У випадкове місце на деяку відстань поряд з телепортом,,,,,✈️ Телепорти,Ігрові елементи,Принцип роботи може бути різним:,,,,,,,notion-tasks
Іноді може не спрацювати,,,,,✈️ Телепорти,Ігрові елементи,"Можуть бути певні додаткові особливості, наприклад:",,,,,,,notion-tasks
Деактивується при першому застосуванні,,,,,✈️ Телепорти,Ігрові елементи,"Можуть бути певні додаткові особливості, наприклад:",,,,,,,notion-tasks
Деактивується на певний час,,,,,✈️ Телепорти,Ігрові елементи,"Можуть бути певні додаткові особливості, наприклад:",,,,,,,notion-tasks
тощо…,,,,,✈️ Телепорти,Ігрові елементи,"Можуть бути певні додаткові особливості, наприклад:",,,,,,,notion-tasks
Зміна руху у певний бік,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Приклади зміни напрямку руху:,,,,,,,notion-tasks
Зміна руху у випадковому напрямку,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Приклади зміни напрямку руху:,,,,,,,notion-tasks
Зміна руху за годинниковою стрілкою,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Приклади зміни напрямку руху:,,,,,,,notion-tasks
Зміна руху проти годинникової стрілки,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Приклади зміни напрямку руху:,,,,,,,notion-tasks
Прискорення гравця,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Приклади зміни швидкості руху:,,,,,,,notion-tasks
Уповільнення гравця,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Приклади зміни швидкості руху:,,,,,,,notion-tasks
Випадкова зміна швидкості,"(невідомо: чи прискорить, чи уповільнить)",,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Приклади зміни швидкості руху:,,,,,,,notion-tasks
На всю подальшу гру гравця,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Дія зміни швидкості може застосовуватись:,,,,,,,notion-tasks
Тільки при знаходженні на відповідних клітинках,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Дія зміни швидкості може застосовуватись:,,,,,,,notion-tasks
На певний час від отримання “бусту”,,,,,🔙 Зміна напрямку руху та швидкості,Ігрові елементи,Дія зміни швидкості може застосовуватись:,,,,,,,notion-tasks
Ключі,(відчиняють двері),,,,🗝 Ключі та двері,Ігрові елементи,Основні елементи гри Лабіринт:,,,,,,,notion-tasks
Двері,(відчиняються ключами),,,,🗝 Ключі та двері,Ігрові елементи,Основні елементи гри Лабіринт:,,,,,,,notion-tasks
Ключем при безпосередньому контакті,,,,,🗝 Ключі та двері,Ігрові елементи,"Спосіб відкриття дверей може бути різним, наприклад:",,,,,,,notion-tasks
Просто автоматично у момент збирання ключа,,,,,🗝 Ключі та двері,Ігрові елементи,"Спосіб відкриття дверей може бути різним, наприклад:",,,,,,,notion-tasks
В будь-який момент після збирання ключа (дистанційне застосування),,,,,🗝 Ключі та двері,Ігрові елементи,"Спосіб відкриття дверей може бути різним, наприклад:",,,,,,,notion-tasks
тощо…,,,,,🗝 Ключі та двері,Ігрові елементи,"Спосіб відкриття дверей може бути різним, наприклад:",,,,,,,notion-tasks
Відсутній,(після відкриття двері вже ніколи не закриваються),,,,🗝 Ключі та двері,Ігрові елементи,Механізм закриття дверей может бути різним:,,,,,,,notion-tasks
Закриваються через декілька кроків гравця,,,,,🗝 Ключі та двері,Ігрові елементи,Механізм закриття дверей может бути різним:,,,,,,,notion-tasks
Закривається через декілька секунд після відкриття,,,,,🗝 Ключі та двері,Ігрові елементи,Механізм закриття дверей может бути різним:,,,,,,,notion-tasks
тощо…,,,,,🗝 Ключі та двері,Ігрові елементи,Механізм закриття дверей может бути різним:,,,,,,,notion-tasks
Одна така клітинка на мапі,,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Чи декілька таких клітин на мапі,,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Зʼявляється одразу від початку гри,,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Зʼявляється через деякий час після початку гри,,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Зʼявляється після збирання всіх призів,,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Зʼявляється після збирання певної кількості призів (не усіх),,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Зʼявляється поблизу гравця,,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Зʼявляється в випадковому місті,,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Зʼявляється в певному місці (заплановано у мапі),,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Зʼявляється після знищення перешкод,(як у Bomberman),,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
"Не зʼявляється ніколи, а перемога відбувається одразу при певних умовах",,,,,🏁 Клітинка завершення гри або перемога,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Лом,(винищувач стін),,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Міна,"(можна потім розмістити на мапі, щоб на ній підірвався противник)",,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Ключ,(для відкриття дверей),,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Бомбочка,"(можна активувати на мапі, і вона вибухне через певний час)",,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Мотузка-пастка,"(можна поставити та спіймати противника, як в Lode Runner)",,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Дріль,"(можна пробивати стіни вниз, як в Lode Runner)",,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Газовий пістолет,"(газ тимчасово зупиняє противників, як в Lode Runner)",,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Банку з клеєм,"(клей, який виливається, уповільнює рух по ньому, як в Lode Runner)",,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Кирка,"(можна створити перешкоду зверху, як в Lode Runner)",,,,🧳 Інвентар,Ігрові елементи,Приклади таких предметів:,,,,,,,notion-tasks
Необмежений час,,,,,🧳 Інвентар,Ігрові елементи,"Час дії чи активності предметів може бути різний, наприклад:",,,,,,,notion-tasks
Деактивація через декілька кроків,,,,,🧳 Інвентар,Ігрові елементи,"Час дії чи активності предметів може бути різний, наприклад:",,,,,,,notion-tasks
Деактивація через декілька секунд,,,,,🧳 Інвентар,Ігрові елементи,"Час дії чи активності предметів може бути різний, наприклад:",,,,,,,notion-tasks
тощо…,,,,,🧳 Інвентар,Ігрові елементи,"Час дії чи активності предметів може бути різний, наприклад:",,,,,,,notion-tasks
Необмежений,(можна збирати будь-яку кількість),,,,🧳 Інвентар,Ігрові елементи,Розмір «рюкзака» для елементів може бути різний:,,,,,,,notion-tasks
Обмежений,(можна збирати лише певну кількість),,,,🧳 Інвентар,Ігрові елементи,Розмір «рюкзака» для елементів може бути різний:,,,,,,,notion-tasks
Зʼявляються одразу на початку гри,,,,,➕ Призи та антипризи,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
З'являються час від часу,,,,,➕ Призи та антипризи,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
З'являються під час вибуху перешкоди,(як у Bomberman),,,,➕ Призи та антипризи,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
З'являються за певних обставин,,,,,➕ Призи та антипризи,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Повільно переміщаються по мапі,,,,,➕ Призи та антипризи,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Випадковий приз,"(не відомо, що він означає, поки не зібрати його)",,,,➕ Призи та антипризи,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
тощо…,,,,,➕ Призи та антипризи,Ігрові елементи,"Можуть бути, наприклад, такі особливості:",,,,,,,notion-tasks
Додаткове життя,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Покращення пострілів чи вибухів,(як у Battle City або Bomberman),,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Додаткові патрони або боєзапас,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Додаткові бомбочки,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Додатковий час,"(наприклад, на проходження рівня)",,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Уповільнення противників,"(наприклад, на деякий час або назавжди)",,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Прискорення гравця,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Поліпшення міцності або броньованості гравця,(як у Battle City),,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Додаткові окуляри,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Тимчасова невразливість,(як у Battle City),,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Бронювання «бази»,(як у Battle City),,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Проходимість крізь стіни,"(тимчасова, як у Bomberman)",,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Знищення всіх противників,"(але потім можуть з'явитися нові, як у Battle City)",,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Зупинка руху супротивників,(на деякий час),,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Збільшити розмір рюкзака,(інвентар),,,,➕ Призи та антипризи,Ігрові елементи,Приклади позитивних призів:,,,,,,,notion-tasks
Зменшення життів,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Зменшення патронів чи боєзапасу,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Зменшення бомбочок,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Зменшення часу,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Зменшення очок,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Погіршення міцності або броньованості гравця,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Погіршення пострілів чи вибухів,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Уповільнення гравця,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Прискорення противників,"(наприклад, на деякий час)",,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
Тимчасова дезорієнтація,(курсорні клавіші змінюються),,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
тощо…,,,,,➕ Призи та антипризи,Ігрові елементи,Приклади негативних призів (антипризи):,,,,,,,notion-tasks
"Перетворюється на монети, коли не може далі поширюватись",(як в Boulder Dash),,,,☢️ Розширювальні субстанції,Ігрові елементи,Приклади особливостей:,,,,,,,notion-tasks
"Перетворюється на каміння, коли не може далі поширюватись",(як в Boulder Dash),,,,☢️ Розширювальні субстанції,Ігрові елементи,Приклади особливостей:,,,,,,,notion-tasks
Непрохідна незнищувальна субстанція,,,,,☢️ Розширювальні субстанції,Ігрові елементи,Приклади особливостей:,,,,,,,notion-tasks
"Непрохідна, але знищувальна субстанція",,,,,☢️ Розширювальні субстанції,Ігрові елементи,Приклади особливостей:,,,,,,,notion-tasks
"Куля чи постріли можуть проходити крізь неї, а гравець — ні",,,,,☢️ Розширювальні субстанції,Ігрові елементи,Приклади особливостей:,,,,,,,notion-tasks
Отруйна для гравця субстанція,,,,,☢️ Розширювальні субстанції,Ігрові елементи,Приклади особливостей:,,,,,,,notion-tasks
тощо…,,,,,☢️ Розширювальні субстанції,Ігрові елементи,Приклади особливостей:,,,,,,,notion-tasks
Льод,(як у Battle City),,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Енерджайзер,(як у Pac-Man),,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Нерухливі пастки,(як у **Inertia**),,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Ліс,"(на ньому не видно або погано видно противників та гравця, як у Battle City)",,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Точка збереження,(поточного стану гри),,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
«Прихованка»,"(можна сховатися від супротивників, як в Lode Runner)",,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Перетворювач,"(наприклад, каміння в золото, як в Boulder Dash)",,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Камені,"(які гравець може «штовхати», як в Boulder Dash)",,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Сходи,"(для рівнів з гравітацією, як в Lode Runner)",,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Натягнута мотузка,(як в Lode Runner),,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
База,(як у Battle City),,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Невидима міна,(як в Mined-Out),,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Пісок,"(знищується, коли на нього ступає гравець, як в Boulder Dash)",,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Точка зупинки,"(на якій зупиняється гравець з інерцією, як у **Inertia**)",,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Ескалатор,(за яким не можна рухатися у протилежному напрямку),,,,🌀 Інші ігрові елементи,Ігрові елементи,Наприклад:,,,,,,,notion-tasks
Стояти на місці,,,,,👾 Противники,Ігрові елементи,"Можуть порізному переміщатися по мапі, наприклад:",,,,,,,notion-tasks
Переміщатись випадково,,,,,👾 Противники,Ігрові елементи,"Можуть порізному переміщатися по мапі, наприклад:",,,,,,,notion-tasks
Якійсь простий рух,(наприклад прямо до перешкоди та обратно),,,,👾 Противники,Ігрові елементи,"Можуть порізному переміщатися по мапі, наприклад:",,,,,,,notion-tasks
Рух по периметру,,,,,👾 Противники,Ігрові елементи,"Можуть порізному переміщатися по мапі, наприклад:",,,,,,,notion-tasks
Повтор ходів за гравцем,(тобто використовуватит його історію ходів),,,,👾 Противники,Ігрові елементи,"Можуть порізному переміщатися по мапі, наприклад:",,,,,,,notion-tasks
Рухається у напрямку гравця,(не враховуючи перешкоди),,,,👾 Противники,Ігрові елементи,"Можуть порізному переміщатися по мапі, наприклад:",,,,,,,notion-tasks
Більш «інтелектуальні» кейси див. у завданнях підвищенної складності,,,,,👾 Противники,Ігрові елементи,"Можуть порізному переміщатися по мапі, наприклад:",,,,,,,notion-tasks
"Вища, ніж у гравця",,,,,👾 Противники,Ігрові елементи,У противників може бути інакша швидкість переміщення:,,,,,,,notion-tasks
"Нижча, ніж у гравця",,,,,👾 Противники,Ігрові елементи,У противників може бути інакша швидкість переміщення:,,,,,,,notion-tasks
Може змінюватись у процесі гри,,,,,👾 Противники,Ігрові елементи,У противників може бути інакша швидкість переміщення:,,,,,,,notion-tasks
Лише один раз на початку гри,,,,,👾 Противники,Ігрові елементи,Поява супротивників може бути різною:,,,,,,,notion-tasks
Випадковим чином (у випадкових місцях),,,,,👾 Противники,Ігрові елементи,Поява супротивників може бути різною:,,,,,,,notion-tasks
На спеціальних точках респауну (або одній такій точці),,,,,👾 Противники,Ігрові елементи,Поява супротивників може бути різною:,,,,,,,notion-tasks
За певним алгоритмом,,,,,👾 Противники,Ігрові елементи,Поява супротивників може бути різною:,,,,,,,notion-tasks
Коли займає клітку гравця,(варіант за замовчуванням),,,,👾 Противники,Ігрові елементи,Варіанти атаки противників:,,,,,,,notion-tasks
Коли просто знаходиться поряд,(на сусідній клітинці з гравцем),,,,👾 Противники,Ігрові елементи,Варіанти атаки противників:,,,,,,,notion-tasks
